id,feedback,aspects,aspect_sentiments,source_channel
145,5G is fast and impressive at 100 Mbps but the premium plan at Rs 999 is too expensive for what is still partially available servce. Great technology but bad economics for the average consumer. For someone who relies on fast mobile connectivity this matters greatly.,"[""5g_experience"", ""pricing""]","{""5g_experience"": ""positive"", ""pricing"": ""negative""}",customer_care_chat
146,Amazing 5G excellent coverage and fast speed in Amritsar.,"[""5g_experience"", ""network_coverage"", ""internet_speed""]","{""5g_experience"": ""positive"", ""network_coverage"": ""positive"", ""internet_speed"": ""positive""}",twitter
147,Good 5G but data balance depletes too fast in Gurgaon. The 5G infrastructure investment is clearly paying dividends daily.,"[""5g_experience"", ""data_balance""]","{""5g_experience"": ""positive"", ""data_balance"": ""negative""}",survey
148,I work in video production and the 5G speeds of 300 Mbps in Ranchi have revolutionized my on-location workflow. Uploading raw footage that used to take hours now completes in minutes. The upload speed is proportionally fast which most networks neglect. Genuinely transformative for creators.,"[""5g_experience""]","{""5g_experience"": ""positive""}",twitter
149,The 5G rollout in Chandigarh has been impressive in both pace and quality. Coverage expanded rapidly over the past quarter and speeds remain consistently high at 200 Mbps even during peak hours. This is the kind of mobile connectivity upgrade that genuinely makes a difference in daily life.,"[""5g_experience""]","{""5g_experience"": ""positive""}",survey
150,5G performance in Trivandrum airport road has exceeded my expectations completely. The low latency combined with 800 Mbps throughput makes real-time applications like video conferencing and cloud computing feel instantaneous. The future of mobile connectivity is here and it actually works as advertised.,"[""5g_experience""]","{""5g_experience"": ""positive""}",survey
151,5G neither great nor terrible here in Nagpur.,"[""5g_experience""]","{""5g_experience"": ""neutral""}",customer_care_chat
152,5G has transformed my mobile usage completely in Marathahalli.,"[""5g_experience""]","{""5g_experience"": ""positive""}",customer_care_chat
153,5G is nonexistent in Warangal the network coverage has dead zones and the internet speed barely reaches 700 Mbps. Triple failure across next-gen technology basic connectivity and throughput that makes this plan completely unjustifiable. I would recommend upgrading to 5G on this operator specifically.,"[""5g_experience"", ""network_coverage"", ""internet_speed""]","{""5g_experience"": ""negative"", ""network_coverage"": ""negative"", ""internet_speed"": ""negative""}",customer_care_chat
154,5G performance in Kolkata city center has exceeded my expectations completely. The low latency combined with 500 Mbps throughput makes real-time applications like video conferencing and cloud computing feel instantaneous. The future of mobile connectivity is here and it actually works as advertised.,"[""5g_experience""]","{""5g_experience"": ""positive""}",app_review
155,The 5G experience in Bhopal has been nothing short of disappointing. Coverage is patchy at best with the signal bouncing between 5G and 4G every few minutes. When it does connect to 5G the speeds of 800 Mbps are barely better than what I was getting on 4G. For the premium plan price this is unacceptable.,"[""5g_experience""]","{""5g_experience"": ""negative""}",app_review
156,5G in Borivali MG road is unremarkable in my daily usage. Speed tests show improvement over 4G at around 700 Mbps but in real world tasks like loading apps and browsing the perceived difference is marginal. Neither satisfied nor dissatisfied with the upgrade experience.,"[""5g_experience""]","{""5g_experience"": ""neutral""}",twitter
157,5G performance in Kanpur IT park has exceeded my expectations completely. The low latency combined with 250 Mbps throughput makes real-time applications like video conferencing and cloud computing feel instantaneous. The future of mobile connectivity is here and it actually works as advertised.,"[""5g_experience""]","{""5g_experience"": ""positive""}",twitter
158,The 5G experience in Meerut IT park has been genuinely transformative for my mobile usage. Getting consistent 100 Mbps speeds with remarkably low latency has made cloud gaming video streaming and large file transfers feel instantaneous. The coverage has expanded significantly and the quality matches the marketing hype.,"[""5g_experience""]","{""5g_experience"": ""positive""}",twitter
159,5G experience terrible and unreliable.,"[""5g_experience""]","{""5g_experience"": ""negative""}",complaint_ticket
160,I work in video production and the 5G speeds of 350 Mbps in Trichy have revolutionized my on-location workflow. Uploading raw footage that used to take hours now completes in minutes. The upload speed is proportionally fast which most networks neglect. Genuinely transformative for creators.,"[""5g_experience""]","{""5g_experience"": ""positive""}",app_review
161,Still waiting for 5G in Kanpur. Months delayed.,"[""5g_experience""]","{""5g_experience"": ""negative""}",survey
162,5G impressive but plan too expensive at Rs 499.,"[""5g_experience"", ""pricing""]","{""5g_experience"": ""positive"", ""pricing"": ""negative""}",complaint_ticket
163,5G mediocre and supprt also average in Chennai.,"[""5g_experience"", ""customer_support""]","{""5g_experience"": ""neutral"", ""customer_support"": ""neutral""}",complaint_ticket
164,Standard 5G in Mangalore highway.,"[""5g_experience""]","{""5g_experience"": ""neutral""}",survey
165,5G performance in Rohini is standard. Available in most commercial areas with decent speeds of around 800 Mbps. But residential coverage is spotty and the overall experience does not feel like a generational leap. Just a modest speed bump that meets minimum expectations.,"[""5g_experience""]","{""5g_experience"": ""neutral""}",app_review
166,"the 5g speeds r impressive at 300 mbps in trivandrum but the coverage is limited to main roads and the plan at rs 349 is too expensive, good technology but poor economics and limited reach undermine the overall proposition. The consistency of the 5G experience is what impresses me most.","[""5g_experience"", ""network_coverage"", ""pricing""]","{""5g_experience"": ""positive"", ""network_coverage"": ""negative"", ""pricing"": ""negative""}",survey
167,Amazing 5G experience in Udaipur city center.,"[""5g_experience""]","{""5g_experience"": ""positive""}",app_review
168,5G is fast and impressive at 700 Mbps but the premium plan at Rs 499 is too expensive for what is still partially available service. Great technology but bad economics for the average consumer. This level of 5G performance sets this operator apart clearly.,"[""5g_experience"", ""pricing""]","{""5g_experience"": ""positive"", ""pricing"": ""negative""}",complaint_ticket
169,5G mediocre but app works nicely in Baner in Indore.,"[""5g_experience"", ""mobile_app_experience""]","{""5g_experience"": ""neutral"", ""mobile_app_experience"": ""positive""}",survey
170,The 5G rollout in Gachibowli has been painfully slow and the existing coverage is remarkably unreliable. Signal keeps hunting between 5G and 4G which actually makes the exprnce worse than stable 4G. The constant network switching causes connection drops and annoying latency spikes.,"[""5g_experience""]","{""5g_experience"": ""negative""}",twitter
171,The 5G rollout in Gurgaon has been painfully slow and the existing coverage is remarkably unreliable. Signal keeps hunting between 5G and 4G which actually makes the experience worse than stable 4G. The constant network switching causes connection drops and annoying latency spikes.,"[""5g_experience""]","{""5g_experience"": ""negative""}",survey
172,No 5G yet but internet speed still good in Warangal. The low latency on 5G makes real-time applications finally viable.,"[""5g_experience"", ""internet_speed""]","{""5g_experience"": ""negative"", ""internet_speed"": ""positive""}",survey
173,5G in Faridabad is genuinely next generation.,"[""5g_experience""]","{""5g_experience"": ""positive""}",twitter
174,"5g speeds of brly 350 mbps are pathetic and the rs 699 premium plan makes this terrible value for money, paying more for a service that delivers nothing better than what i had on a cheaper 4g plan. The consistency of the 5G experience is what impresses me most.","[""5g_experience"", ""value_for_money""]","{""5g_experience"": ""negative"", ""value_for_money"": ""negative""}",survey
175,I work in video production and the 5G spds of 500 Mbps in Bangalore have revolutionized my on-location workflow. Uploading raw footage that used to take hours now completes in minutes. The upload speed is proportionally fast which most netwrks neglect. Genuinely transformative for creators.,"[""5g_experience""]","{""5g_experience"": ""positive""}",survey
176,5G neutral and plan is also average in Malad.,"[""5g_experience"", ""recharge_plans""]","{""5g_experience"": ""neutral"", ""recharge_plans"": ""neutral""}",survey
177,Average 5G. Marginally better than 4G in Kolkata.,"[""5g_experience""]","{""5g_experience"": ""neutral""}",complaint_ticket
178,5G connected but getting only 500 Mbps.,"[""5g_experience""]","{""5g_experience"": ""negative""}",survey
179,5G absent and coverage also terrible in Meerut.,"[""5g_experience"", ""network_coverage""]","{""5g_experience"": ""negative"", ""network_coverage"": ""negative""}",customer_care_chat
180,Amazing 5G excellent coverage and fast speed in Bangalore.,"[""5g_experience"", ""network_coverage"", ""internet_speed""]","{""5g_experience"": ""positive"", ""network_coverage"": ""positive"", ""internet_speed"": ""positive""}",complaint_ticket
181,5G is nonexistent in Visakhapatnam the network coverage has dead zones and the internet speed barely reaches 200 Mbps. Triple failure across next-gen technology basic connectivity and throughput that makes this plan completely unjustifiable. The low latency on 5G makes real-time applications finally viable.,"[""5g_experience"", ""network_coverage"", ""internet_speed""]","{""5g_experience"": ""negative"", ""network_coverage"": ""negative"", ""internet_speed"": ""negative""}",twitter
